2706068263	0	276	None	
2706068264	144	149	Metabolism	
2706068265	90	102	None	
2706068266	207	218	None	
2706068267	292	331	None	
2706068268	40	41	None	
2706068269	155	171	None	
2706068270	166	187	None	
2706068271	77	85	None	
2706068272	370	397	Metabolism	
2706068273	86	105	None	
2706068274	158	165	None	
2706068275	0	239	None	
2706068276	0	238	None	
2706068277	194	208	None	
2706068278	0	208	None	
2706068279	189	224	Metabolism	
2706068281	336	380	None	
2706068282	236	284	Metabolism	
2706068283	234	273	Metabolism	
2706068284	219	229	None	
2706068285	898	967	Metabolism	
2706068286	248	268	Metabolism	
2706068287	652	702	Genetic Information Processing	
2706068288	0	150	None	
2706068289	21	25	None	
2706068290	351	390	Metabolism	
2706068291	175	194	Metabolism	
2706068292	124	145	Metabolism	
2706068293	284	311	Genetic Information Processing	
2706068294	234	251	Metabolism	
2706068295	226	238	None	
2706068296	144	159	None	
2706068297	140	148	Metabolism	
2706068298	396	440	None	
2706068299	250	293	Metabolism	
2706068300	970	1027	None	
2706068302	95	109	Metabolism	
2706068303	153	169	None	
2706068304	270	295	None	
2706068305	103	125	None	
2706068307	206	236	None	
2706068308	76	77	None	
2706068309	71	75	None	
2706068310	229	237	None	
2706068311	154	190	None	
2706068312	0	1230	Genetic Information Processing	
2706068313	115	140	None	
2706068314	179	208	None	
2706068317	40	40	None	
2706068319	0	390	Metabolism	
2706068320	191	200	None	
2706068321	249	291	None	
2706068323	0	261	None	
2706068324	0	427	None	
2706068325	0	156	None	
2706068326	0	0	None	
2706068327	0	107	None	
2706068328	0	12	None	
2706068329	0	0	None	
2706068331	16	16	None	
2706068332	194	208	None	
2706068333	29	35	Genetic Information Processing	
2706068334	367	389	Cellular Processes	
2706068335	0	91	None	
2706068336	0	418	Metabolism	
2706068338	110	124	None	
2706068339	129	140	None	
2706068340	60	66	Metabolism	
2706068341	292	311	Metabolism	
2706068342	515	563	None	
2706068343	31	33	None	
2706068344	159	168	Metabolism	
2706068345	0	587	Metabolism	
2706068346	177	205	None	
2706068347	116	126	Metabolism	
2706068348	297	327	None	
2706068349	122	131	None	
2706068350	249	265	Metabolism	
2706068353	541	604	Metabolism	
2706068356	107	126	Environmental Information Processing	
2706068357	134	146	Metabolism	
2706068358	66	74	Metabolism	
2706068359	365	395	Metabolism	
2706068360	368	399	Metabolism	
2706068361	316	338	Metabolism	
2706068365	586	617	Environmental Information Processing	
2706068366	153	167	Metabolism	
2706068367	252	267	None	
2706068368	0	282	None	
2706068369	415	455	Metabolism	
2706068370	199	220	None	
2706068371	0	110	None	
2706068372	428	476	None	
2706068373	289	306	None	
2706068374	343	381	Metabolism	
2706068375	246	284	Metabolism	
2706068376	22	26	Metabolism	
2706068377	0	514	Metabolism	
2706068378	0	117	None	
2706068379	0	292	None	
2706068381	69	69	None	
2706068382	143	167	None	
2706068383	251	269	None	
2706068384	0	378	Metabolism	
2706068385	228	246	None	
2706068386	123	130	None	
2706068387	293	330	None	
2706068388	113	130	None	
2706068389	158	175	None	
2706068391	0	143	None	
2706068392	381	412	Metabolism	
2706068393	340	353	None	
2706068394	0	217	None	
2706068395	547	608	None	
2706068396	400	440	None	
2706068397	212	253	None	
2706068398	0	181	None	
2706068399	0	56	None	
2706068400	0	120	None	
2706068401	0	0	None	
2706068402	390	453	Genetic Information Processing	
2706068403	375	438	None	
2706068404	107	115	Metabolism	
2706068405	91	99	None	
2706068406	745	872	None	
2706068407	0	135	None	
2706068408	0	448	None	
2706068410	317	326	Metabolism	
2706068411	161	168	Metabolism	
2706068412	502	558	Metabolism	
2706068413	539	577	Genetic Information Processing	
2706068414	522	571	Genetic Information Processing	
2706068415	188	212	None	
2706068416	119	137	None	
2706068417	75	78	None	
2706068418	0	1579	None	
2706068419	205	227	None	
2706068420	464	540	None	
2706068421	0	438	None	
2706068422	396	431	Metabolism	
2706068423	461	498	None	
2706068424	351	382	None	
2706068425	266	280	None	
2706068427	375	425	Metabolism	
2706068428	408	440	Metabolism	
2706068429	38	39	None	
2706068430	0	143	Metabolism	
2706068431	239	256	Metabolism	
2706068432	61	69	None	
2706068433	231	249	None	
2706068434	179	194	None	
2706068435	472	505	Metabolism	
2706068436	270	291	None	
2706068438	126	131	None	
2706068439	531	605	Metabolism	
2706068440	217	252	None	
2706068441	141	150	None	
2706068442	485	509	Genetic Information Processing	
2706068444	90	115	None	
2706068448	389	433	None	
2706068450	120	121	None	
2706068451	78	81	None	
2706068452	700	768	Metabolism	
2706068453	497	528	None	
2706068455	200	223	None	
2706068456	78	153	None	
2706068457	52	55	None	
2706068458	788	854	Metabolism	
2706068460	210	239	None	
2706068461	109	118	None	
2706068462	237	264	None	
2706068464	87	116	None	
2706068465	240	260	None	
2706068466	0	20	None	
2706068468	134	140	None	
2706068469	119	126	None	
2706068471	30	33	Genetic Information Processing	
2706068472	201	207	Metabolism	
2706068473	0	73	None	
2706068475	156	165	Genetic Information Processing	
2706068477	296	317	None	
2706068478	328	356	None	
2706068479	108	111	None	
2706068481	255	277	None	
2706068482	240	258	None	
2706068483	123	135	None	
2706068486	89	96	None	
2706068487	229	247	None	
2706068488	0	32	None	
2706068490	127	145	None	
2706068493	40	40	None	
2706068495	43	57	None	
2706068497	140	154	None	
2706068498	215	228	None	
2706068500	0	73	None	
2706068501	0	68	None	
2706068502	0	199	None	
2706068503	0	194	None	
2706068504	0	286	None	
2706068505	0	12	None	
2706068506	75	75	None	
2706068507	48	61	None	
2706068508	147	157	None	
2706068509	369	419	None	
2706068510	422	492	None	
2706068511	268	281	Metabolism	
2706068512	286	309	Metabolism	
2706068513	398	431	Metabolism	
2706068514	0	0	None	
2706068515	0	5	None	
2706068517	233	253	Metabolism	
2706068518	36	39	None	
2706068519	284	302	Genetic Information Processing	
2706068520	5	5	None	
2706068521	0	146	Metabolism	
2706068522	299	334	Metabolism	
2706068523	44	49	None	
2706068525	262	269	Metabolism	
2706068526	723	823	Metabolism	
2706068527	65	67	Metabolism	
2706068528	89	101	Metabolism	
2706068529	0	69	None	
2706068530	0	490	Genetic Information Processing	
2706068531	31	35	None	
2706068532	157	169	None	
2706068533	0	115	None	
2706068534	146	157	None	
2706068535	126	135	None	
2706068536	457	513	None	
2706068537	447	483	Metabolism	
2706068538	229	260	None	
2706068539	0	7	None	
2706068540	128	158	Metabolism	
2706068541	318	378	None	
2706068542	0	285	None	
2706068543	0	20	None	
2706068544	146	159	None	
2706068545	311	339	None	
2706068546	0	251	None	
2706068547	0	297	None	
2706068548	0	79	None	
2706068549	0	90	None	
2706068550	368	394	Cellular Processes	
2706068551	26	31	Genetic Information Processing	
2706068552	177	187	None	
2706068553	148	151	None	
2706068554	145	177	None	
2706068555	106	116	None	
2706068556	142	159	None	
2706068557	142	238	None	
2706068558	348	386	Metabolism	
2706068559	581	644	Genetic Information Processing	
2706068560	560	607	Metabolism	
2706068561	569	604	Metabolism	
2706068562	235	277	None	
2706068563	369	398	Metabolism	
2706068564	613	666	Metabolism	
2706068565	150	161	None	
2706068566	367	394	Metabolism	
2706068567	203	220	None	
2706068568	100	107	Metabolism	
2706068569	53	53	None	
2706068570	434	474	None	
2706068571	83	90	None	
2706068572	49	52	None	
2706068573	127	132	None	
2706068574	431	474	Metabolism	
2706068575	71	82	Metabolism	
2706068576	330	349	Metabolism	
2706068577	85	97	None	
2706068580	0	333	Metabolism	
2706068581	345	375	Metabolism	
2706068583	0	312	None	
2706068584	67	128	None	
2706068586	92	98	Metabolism	
2706068587	127	135	Metabolism	
2706068588	71	71	None	
2706068589	144	148	Metabolism	
2706068590	0	435	Metabolism	
2706068591	66	77	None	
2706068593	58	77	None	
2706068594	135	171	None	
2706068596	297	335	None	
2706068597	251	279	None	
2706068599	29	34	None	
2706068600	22	24	None	
2706068601	343	378	None	
2706068602	524	569	Metabolism	
2706068603	0	595	Metabolism	
2706068604	0	0	None	
2706068605	224	255	None	
2706068606	0	107	None	
2706068607	208	243	None	
2706068608	319	349	Metabolism	
2706068609	0	77	None	
2706068610	316	365	None	
2706068611	369	457	None	
2706068613	253	285	None	
2706068614	557	638	None	
2706068616	444	484	None	
2706068617	0	145	None	
2706068621	266	288	None	
2706068623	428	478	Metabolism	
2706068624	67	69	None	
2706068626	2	3	None	
2706068627	11	11	None	
2706068628	102	111	None	
2706068629	275	306	None	
2706068630	1	1	None	
2706068631	396	442	None	
2706068632	223	261	Metabolism	
2706068634	62	71	None	
2706068635	66	202	None	
2706068636	166	178	Metabolism	
2706068637	89	98	None	
2706068639	567	630	Metabolism	
2706068640	0	41	None	
2706068641	371	391	Metabolism	
2706068642	423	466	Genetic Information Processing	
2706068643	174	186	None	
2706068644	175	191	Metabolism	
2706068645	165	178	Metabolism	
2706068646	219	251	None	
2706068647	135	139	None	
2706068648	0	79	None	
2706068649	13	25	None	
2706068650	173	182	Genetic Information Processing	
2706068651	555	635	Metabolism	
2706068652	177	204	Metabolism	
2706068653	0	0	None	
2706068654	0	3	None	
2706068655	460	497	Metabolism	
2706068656	0	267	None	
2706068657	0	187	None	
2706068659	533	592	None	
2706068660	351	377	None	
2706068661	0	305	None	
2706068662	313	350	Metabolism	
2706068663	250	286	None	
2706068664	0	5	None	
2706068665	494	556	Metabolism	
2706068666	163	175	None	
2706068667	241	255	None	
2706068668	187	193	None	
2706068670	256	287	Metabolism	
2706068671	331	362	Genetic Information Processing	
2706068672	39	44	Genetic Information Processing	
2706068673	430	453	None	
2706068674	197	210	Metabolism	
2706068676	257	277	None	
2706068677	0	1052	None	
2706068679	0	148	None	
2706068681	94	100	None	
2706068682	0	4	None	
2706068683	521	553	Metabolism	
2706068684	660	714	Genetic Information Processing	
2706068685	170	181	Metabolism	
2706068686	246	262	None	
2706068687	0	4	None	
2706068689	0	118	None	
2706068690	0	48	None	
2706068691	264	273	Metabolism	
2706068692	295	331	Metabolism	
2706068693	137	147	Metabolism	
2706068694	84	85	Genetic Information Processing	
2706068695	100	103	Metabolism	
2706068696	74	81	None	
2706068697	0	207	None	
2706068698	174	190	None	
2706068699	133	152	Metabolism	
2706068700	929	1019	Metabolism	
2706068701	302	322	None	
2706068702	67	74	None	
2706068703	0	125	Metabolism	
2706068704	418	447	Metabolism	
2706068705	33	36	None	
2706068706	388	408	Metabolism	
2706068707	400	433	None	
2706068708	211	239	None	
2706068709	254	275	Environmental Information Processing	
2706068710	477	503	Environmental Information Processing	
2706068711	376	406	Metabolism	
2706068712	396	429	Genetic Information Processing	
2706068713	496	545	None	
2706068714	151	160	None	
2706068715	340	362	Environmental Information Processing	
2706068719	0	72	None	
2706068722	154	180	None	
2706068723	318	330	None	
2706068724	370	407	Metabolism	
2706068725	319	351	None	
2706068726	146	171	Metabolism	
2706068727	79	97	None	
2706068728	195	205	Metabolism	
2706068729	214	240	None	
2706068730	262	297	Metabolism	
2706068731	52	52	None	
2706068732	218	253	Genetic Information Processing	
2706068733	314	353	None	
2706068734	346	370	None	
2706068735	40	42	None	
2706068737	37	42	None	
2706068738	406	451	Metabolism	
2706068739	0	878	None	
2706068740	0	756	Genetic Information Processing	
2706068741	662	719	Metabolism	
2706068742	1315	1452	Genetic Information Processing	
2706068744	386	419	None	
2706068746	87	103	None	
2706068747	11	11	None	
2706068749	225	246	None	
2706068750	664	765	None	
2706068751	130	141	None	
2706068752	138	149	None	
2706068753	174	192	None	
2706068754	182	202	None	
2706068756	91	97	None	
2706068757	194	219	None	
2706068760	91	96	Metabolism	
2706068761	21	21	None	
2706068762	83	87	None	
2706068763	12	15	None	
2706068764	0	60	None	
2706068765	0	309	None	
2706068766	0	244	None	
2706068767	0	33	None	
2706068768	0	126	None	
2706068769	0	67	None	
2706068770	0	100	None	
2706068771	0	0	None	
2706068772	0	23	None	
2706068773	0	16	None	
2706068774	0	13	None	
2706068775	0	5	None	
2706068776	0	1155	None	
2706068777	65	77	None	
2706068778	254	280	Metabolism	
2706068779	398	455	Metabolism	
2706068780	0	393	None	
2706068781	144	153	None	
2706068782	181	202	None	
2706068783	125	131	None	
2706068784	329	379	Genetic Information Processing	
2706068786	546	585	None	
2706068787	281	296	None	
2706068788	284	315	Metabolism	
2706068789	260	271	Metabolism	
2706068791	189	212	None	
2706068793	373	423	None	
2706068794	305	318	None	
2706068795	360	401	Genetic Information Processing	
2706068796	335	366	None	
2706068798	525	565	None	
2706068799	485	545	Metabolism	
2706068801	234	251	None	
2706068802	6	6	None	
2706068803	78	90	None	
2706068805	0	47	None	
2706068807	64	75	None	
2706068808	181	200	None	
2706068810	105	109	Metabolism	
2706068811	80	88	None	
2706068812	0	527	None	
2706068813	235	262	None	
2706068814	457	491	None	
2706068815	0	715	Metabolism	
2706068816	400	442	Genetic Information Processing	
2706068817	83	94	None	
2706068818	21	21	None	
2706068819	36	41	None	
2706068820	131	148	None	
2706068821	39	41	None	
2706068823	0	2	None	
2706068824	474	520	Genetic Information Processing	
2706068825	288	317	None	
2706068826	408	446	Metabolism	
2706068827	165	190	None	
2706068828	0	13	None	
2706068829	0	37	None	
2706068830	0	19	None	
2706068831	0	2	None	
2706068832	0	3	None	
2706068833	0	8	None	
2706068835	81	90	None	
2706068836	43	51	None	
2706068837	77	86	None	
2706068839	72	78	None	
2706068842	161	175	Metabolism	
2706068843	576	632	None	
2706068844	100	102	None	
2706068845	125	137	None	
2706068846	233	259	None	
2706068847	151	151	None	
2706068848	370	411	Metabolism	
2706068849	43	83	None	
2706068850	0	51	None	
2706068851	0	199	Metabolism	
2706068852	0	118	None	
2706068853	0	185	None	
2706068854	125	137	Metabolism	
2706068856	0	53	Metabolism	
2706068857	97	103	Metabolism	
2706068858	160	172	None	
2706068859	143	152	None	
2706068860	116	128	None	
2706068861	299	323	Metabolism	
2706068862	166	166	None	
2706068863	217	233	None	
2706068864	207	229	None	
2706068865	0	8	None	
2706068866	511	539	None	
2706068867	293	316	None	
2706068868	247	266	None	
2706068869	0	238	None	
2706068870	0	931	None	
2706068871	238	254	None	
2706068872	215	235	None	
2706068873	152	186	Metabolism	
2706068874	106	130	None	
2706068876	387	414	Genetic Information Processing	
2706068877	275	302	None	
2706068878	0	7	None	
2706068879	688	763	None	
2706068880	165	165	None	
2706068883	158	190	Metabolism	
2706068885	483	533	None	
2706068887	138	140	Metabolism	
2706068888	319	346	Metabolism	
2706068889	323	340	None	
2706068890	140	149	Metabolism	
2706068892	624	658	Genetic Information Processing	
2706068893	489	535	None	
2706068894	0	6	None	
2706068896	62	63	None	
2706068897	312	338	None	
2706068898	166	168	Metabolism	
2706068899	68	79	Metabolism	
2706068900	346	363	None	
2706068901	211	222	None	
2706068902	572	614	None	
2706068904	0	142	None	
2706068905	0	267	None	
2706068906	462	503	None	
2706068908	223	227	Environmental Information Processing	
2706068909	168	231	Environmental Information Processing	
2706068910	295	328	Environmental Information Processing	
2706068914	297	410	None	
2706068915	129	144	None	
2706068916	475	547	None	
2706068920	484	518	None	
2706068921	610	674	Metabolism	
2706068922	123	143	None	
2706068923	484	550	None	
2706068924	484	540	None	
2706068927	89	97	Metabolism	
2706068928	87	93	Environmental Information Processing	
2706068931	197	215	None	
2706068932	250	261	None	
2706068933	69	90	None	
2706068934	299	329	None	
2706068936	0	0	None	
2706068937	0	346	Metabolism	
2706068938	152	170	Metabolism	
2706068940	265	291	None	
2706068941	274	294	Genetic Information Processing	
2706068942	137	142	None	
2706068943	19	19	Metabolism	
2706068945	28	35	None	
2706068946	69	69	None	
2706068947	636	666	Metabolism	
2706068948	384	412	Metabolism	
2706068949	0	7	None	
2706068950	0	6	None	
2706068951	282	294	None	
2706068953	33	40	None	
2706068954	0	0	None	
2706068955	536	588	Metabolism	
2706068956	169	180	Genetic Information Processing	
2706068957	168	180	None	
2706068958	137	148	None	
2706068959	201	214	None	
2706068961	87	90	None	
2706068962	0	393	Metabolism	
2706068965	0	180	None	
2706068966	0	285	None	
2706068967	483	508	None	
2706068968	210	253	None	
2706068969	331	406	None	
2706068970	318	359	None	
2706068971	761	844	None	
2706068973	50	54	None	
2706068974	195	210	Metabolism	
2706068975	414	448	None	
2706068976	465	511	None	
2706068978	170	188	None	
2706068979	523	558	None	
2706068980	396	433	None	
2706068981	312	330	None	
2706068983	440	483	None	
2706068984	222	240	None	
2706068985	288	315	None	
2706068986	236	249	Genetic Information Processing	
2706068987	0	61	None	
2706068988	513	551	Genetic Information Processing	
2706068989	277	313	None	
2706068990	206	227	None	
2706068991	76	80	None	
2706068992	65	68	None	
2706068993	461	521	None	
2706068994	733	778	Metabolism	
2706068995	110	119	None	
2706068996	103	116	None	
2706068997	159	173	Metabolism	
2706068998	413	447	Metabolism	
2706069000	183	200	Environmental Information Processing	
2706069001	91	98	Environmental Information Processing	
2706069002	216	241	Environmental Information Processing	
2706069003	153	165	None	
2706069004	72	79	Genetic Information Processing	
2706069005	105	113	Genetic Information Processing	
2706069006	288	314	None	
2706069007	0	571	Metabolism	
2706069008	204	224	None	
2706069009	230	263	None	
2706069010	0	150	None	
2706069011	0	500	None	
2706069012	148	167	None	
2706069013	85	93	None	
2706069014	0	434	None	
2706069015	293	311	None	
2706069016	0	321	Environmental Information Processing	
2706069017	981	1047	Metabolism	
2706069018	0	84	None	
2706069019	60	63	None	
2706069020	283	323	None	
2706069021	235	252	Metabolism	
2706069022	346	363	Genetic Information Processing	
2706069023	0	21	None	
2706069024	0	46	None	
2706069025	164	178	None	
2706069026	0	412	Metabolism	
2706069027	560	635	None	
2706069028	123	134	None	
2706069029	0	11	None	
2706069030	0	74	None	
2706069031	345	402	None	
2706069032	816	869	None	
2706069033	101	112	None	
2706069034	0	262	Metabolism	
2706069035	122	134	None	
2706069036	0	7	None	
2706069037	0	188	None	
2706069038	147	166	None	
2706069039	239	260	Metabolism	
2706069040	161	168	Metabolism	
2706069041	13	13	None	
2706069042	0	0	None	
2706069043	0	18	None	
2706069044	0	374	None	
2706069045	0	55	None	
2706069046	0	78	None	
2706069047	164	194	None	
2706069048	490	543	Metabolism	
2706069049	0	49	None	
2706069050	0	27	None	
2706069051	225	249	None	
2706069052	220	242	None	
2706069053	651	700	Metabolism	
2706069054	46	51	None	
2706069055	705	763	Metabolism	
2706069056	0	158	None	
2706069057	74	80	None	
2706069058	423	466	Metabolism	
2706069061	456	479	Genetic Information Processing	
2706069062	146	154	None	
2706069063	502	550	Genetic Information Processing	
2706069064	0	178	Organismal Systems	
2706069065	226	269	None	
2706069066	504	572	Human Diseases	
2706069067	309	337	None	
2706069070	63	67	None	
2706069072	143	167	None	
2706069074	0	467	None	
2706069075	133	147	None	
2706069077	195	205	None	
2706069078	237	251	Metabolism	
2706069079	0	348	Metabolism	
2706069080	251	317	None	
2706069081	49	56	None	
2706069082	572	624	None	
2706069083	495	548	None	
2706069084	582	609	Genetic Information Processing	
2706069085	152	165	None	
2706069086	219	248	None	
2706069087	0	551	Metabolism	
2706069088	314	337	Metabolism	
2706069089	137	153	None	
2706069090	408	458	None	
2706069092	208	240	Metabolism	
2706069093	128	143	Genetic Information Processing	
2706069094	253	266	Metabolism	
2706069095	177	184	None	
2706069096	0	191	None	
2706069097	334	375	Metabolism	
2706069098	0	783	Genetic Information Processing	
2706069099	310	341	Metabolism	
2706069100	159	167	None	
2706069101	80	85	None	
2706069102	222	241	Metabolism	
2706069103	138	148	None	
2706069104	333	371	None	
2706069105	211	224	None	
2706069106	172	197	None	
2706069107	404	436	Metabolism	
2706069110	76	80	Metabolism	
2706069111	128	133	None	
2706069112	81	90	Metabolism	
2706069113	30	30	None	
2706069114	249	282	None	
2706069115	436	503	Metabolism	
2706069117	238	266	None	
2706069118	511	542	Genetic Information Processing	
2706069119	396	454	None	
2706069120	821	876	None	
2706069121	845	947	Metabolism	
2706069122	534	605	Metabolism	
2706069124	163	183	None	
2706069125	191	205	None	
2706069126	424	455	None	
2706069127	186	189	None	
2706069128	0	1	None	
2706069129	0	1	None	
2706069130	76	87	None	
2706069131	224	236	Metabolism	
2706069133	323	371	Metabolism	
2706069134	165	190	None	
2706069135	289	308	Metabolism	
2706069136	329	357	Genetic Information Processing	
2706069138	277	290	Genetic Information Processing	
2706069139	0	691	Genetic Information Processing	
2706069140	0	73	None	
2706069141	83	108	None	
2706069142	116	134	None	
2706069143	135	156	None	
2706069144	142	153	None	
2706069145	343	386	None	
2706069146	443	501	Metabolism	
2706069147	226	258	None	
2706069148	296	326	Metabolism	
2706069149	65	73	None	
2706069150	523	560	None	
2706069151	0	2	None	
2706069152	371	396	None	
2706069153	0	138	Metabolism	
2706069154	169	200	Metabolism	
2706069155	460	492	Metabolism	
2706069157	145	158	Metabolism	
2706069158	247	261	Metabolism	
2706069159	142	159	None	
2706069160	355	383	Metabolism	
2706069162	235	248	Metabolism	
2706069163	247	267	None	
2706069164	118	133	None	
2706069166	385	414	Metabolism	
2706069167	0	12	None	
2706069168	169	176	None	
2706069170	0	166	Metabolism	
2706069171	430	483	None	
2706069172	205	238	Metabolism	
2706069173	68	74	Environmental Information Processing	
2706069174	217	238	Environmental Information Processing	
2706069175	304	367	Environmental Information Processing	
2706069176	638	694	None	
2706069178	0	165	None	
2706069179	0	51	None	
2706069180	380	421	None	
2706069181	629	686	Metabolism	
2706069182	321	341	None	
2706069183	61	72	None	
2706069184	63	66	None	
2706069185	339	393	None	
2706069186	381	415	Metabolism	
2706069187	117	132	None	
2706069188	0	771	None	
2706069189	432	490	Metabolism	
2706069191	0	35	None	
2706069192	456	517	Genetic Information Processing	
2706069194	31	32	None	
2706069195	431	467	Metabolism	
2706069196	60	60	None	
2706069197	174	190	None	
2706069199	181	194	None	
2706069200	1160	1264	Organismal Systems	
2706069201	714	778	Genetic Information Processing	
2706069203	443	493	Metabolism	
2706069204	250	277	Metabolism	
2706069205	224	240	None	
2706069208	220	246	None	
2706069209	335	366	Metabolism	
2706069210	376	421	None	
2706069211	221	239	None	
2706069212	326	355	None	
2706069213	439	462	Cellular Processes	
2706069214	0	11	None	
2706069215	61	74	None	
2706069216	477	511	None	
2706069217	312	335	Metabolism	
2706069218	196	205	None	
2706069219	96	97	None	
2706069220	0	1176	Metabolism	
2706069221	599	659	Metabolism	
2706069222	239	258	Environmental Information Processing	
2706069223	259	270	Environmental Information Processing	
2706069224	464	517	Environmental Information Processing	
2706069225	428	488	Metabolism	
2706069226	346	385	None	
2706069227	93	104	None	
2706069228	1401	1508	None	
2706069229	219	228	None	
2706069230	378	415	None	
2706069231	116	130	None	
2706069232	469	515	Metabolism	
2706069233	0	114	None	
2706069234	119	139	None	
2706069235	337	356	Metabolism	
2706069236	86	94	None	
2706069237	322	349	Metabolism	
2706069238	254	285	Metabolism	
2706069239	148	158	Metabolism	
2706069240	499	525	Metabolism	
2706069241	767	843	Metabolism	
2706069242	82	91	Metabolism	
2706069243	322	353	Metabolism	
2706069245	419	431	Metabolism	
2706069246	0	833	Metabolism	
2706069247	83	88	Metabolism	
2706069248	134	144	None	
2706069249	227	246	None	
2706069253	0	173	Metabolism	
2706069254	0	291	Genetic Information Processing	
2706069255	171	183	None	
2706069256	750	810	None	
2706069257	125	137	Metabolism	
2706069259	339	370	Metabolism	
2706069260	257	271	None	
2706069261	0	146	Metabolism	
2706069262	207	237	None	
2706069263	277	299	Metabolism	
2706069264	241	255	None	
2706069265	218	241	Metabolism	
2706069266	457	504	Metabolism	
2706069267	238	251	Metabolism	
2706069268	421	441	Metabolism	
2706069269	48	51	None	
2706069270	720	803	Metabolism	
2706069271	486	542	None	
2706069272	48	52	None	
2706069273	0	0	None	
2706069274	245	314	None	
2706069275	362	407	Metabolism	
2706069276	265	292	None	
2706069277	65	67	None	
2706069278	0	286	None	
2706069279	238	273	None	
2706069280	157	166	None	
2706069281	210	237	Metabolism	
2706069282	266	313	None	
2706069283	324	383	None	
2706069284	276	290	Metabolism	
2706069285	39	53	None	
2706069286	147	156	None	
2706069287	0	194	None	
2706069288	201	212	Metabolism	
2706069289	158	171	Metabolism	
2706069290	58	60	None	
2706069291	71	71	None	
2706069292	450	500	None	
2706069293	291	329	Metabolism	
2706069294	134	150	Metabolism	
2706069295	245	304	None	
2706069296	0	376	Genetic Information Processing	
2706069297	186	219	None	
2706069298	37	39	None	
2706069299	635	673	Metabolism	
2706069300	341	358	Environmental Information Processing	
2706069301	0	459	Environmental Information Processing	
2706069302	14	15	None	
2706069303	217	249	Environmental Information Processing	
2706069304	14	14	None	
2706069305	168	179	Genetic Information Processing	
2706069306	0	135	None	
